serial_number,site_id,timestamp,ac_voltage,ac_frequency,temperature_f,dc_current,dc_voltage,duration,energy_produced,sku_name
515381048029,SITE-D,2025-06-03 20:15:00,240.3,59.979,91.7,0,0,900,0,IQ8A-72-2-US
694061098694,SITE-D,2025-06-03 20:15:00,238.4,60.002,93.9,0,0,900,0,IQ8H-72-2-US
580501593187,SITE-D,2025-06-03 20:15:00,241.8,59.959,93.2,0,0,900,0,IQ8M-72-2-US
564861890909,SITE-D,2025-06-03 20:15:00,238.0,59.978,91.3,0,0,900,0,IQ8A-72-2-US
228242935541,SITE-D,2025-06-03 20:15:00,238.6,59.991,94.4,0,0,900,0,IQ8H-72-2-US
327387036431,SITE-D,2025-06-03 20:15:00,240.2,59.978,92.5,0,0,900,0,IQ8M-72-2-US
720455203063,SITE-E,2025-06-03 20:15:00,240.2,60.017,90.9,0,0,900,0,IQ8M-72-2-US
160237878504,SITE-E,2025-06-03 20:15:00,242.8,59.961,87.5,0,0,900,0,IQ8A-72-2-US
707643761579,SITE-E,2025-06-03 20:15:00,240.1,60.0,94.4,0,0,900,0,IQ8H-72-2-US
578015507756,SITE-E,2025-06-03 20:15:00,239.6,59.983,88.3,0,0,900,0,IQ8M-72-2-US
149680543237,SITE-E,2025-06-03 20:15:00,242.4,60.02,92.1,0,0,900,0,IQ8A-72-2-US
409135397229,SITE-E,2025-06-03 20:15:00,242.4,59.992,91.3,0,0,900,0,IQ8H-72-2-US
361822382459,SITE-E,2025-06-03 20:15:00,239.2,60.007,93.7,0,0,900,0,IQ8M-72-2-US
346545380174,SITE-E,2025-06-03 20:15:00,240.9,60.034,87.7,0,0,900,0,IQ8A-72-2-US
264807152456,SITE-E,2025-06-03 20:15:00,241.9,59.992,92.2,0,0,900,0,IQ8H-72-2-US
394389024361,SITE-E,2025-06-03 20:15:00,237.5,59.959,91.2,0,0,900,0,IQ8M-72-2-US
849663637755,SITE-A,2025-06-03 20:30:00,241.1,59.962,95.5,0,0,900,0,IQ8M-72-2-US
290477696309,SITE-A,2025-06-03 20:30:00,239.6,60.004,94.7,0,0,900,0,IQ8A-72-2-US
254024509602,SITE-A,2025-06-03 20:30:00,241.4,60.028,90.3,0,0,900,0,IQ8H-72-2-US
468551387033,SITE-A,2025-06-03 20:30:00,240.9,59.973,93.5,0,0,900,0,IQ8M-72-2-US
275186084697,SITE-A,2025-06-03 20:30:00,238.2,60.007,86.6,0,0,900,0,IQ8A-72-2-US
555940203440,SITE-A,2025-06-03 20:30:00,239.0,60.04,90.0,0,0,900,0,IQ8H-72-2-US
200257463750,SITE-A,2025-06-03 20:30:00,241.0,60.031,89.3,0,0,900,0,IQ8M-72-2-US
960300581088,SITE-A,2025-06-03 20:30:00,238.1,59.958,94.5,0,0,900,0,IQ8A-72-2-US
237322529830,SITE-A,2025-06-03 20:30:00,242.3,59.998,90.6,0,0,900,0,IQ8H-72-2-US
446550091180,SITE-A,2025-06-03 20:30:00,240.4,59.976,93.3,0,0,900,0,IQ8M-72-2-US
266083008710,SITE-B,2025-06-03 20:30:00,237.7,59.995,89.4,0,0,900,0,IQ8M-72-2-US
397812891304,SITE-B,2025-06-03 20:30:00,241.3,60.024,94.2,0,0,900,0,IQ8A-72-2-US
313091196685,SITE-B,2025-06-03 20:30:00,238.0,60.014,89.2,0,0,900,0,IQ8H-72-2-US
498151691878,SITE-B,2025-06-03 20:30:00,242.2,60.01,93.6,0,0,900,0,IQ8M-72-2-US
290102125438,SITE-B,2025-06-03 20:30:00,242.5,60.002,88.4,0,0,900,0,IQ8A-72-2-US
102556954434,SITE-B,2025-06-03 20:30:00,238.2,59.978,92.1,0,0,900,0,IQ8H-72-2-US
508358054262,SITE-B,2025-06-03 20:30:00,241.1,60.04,92.3,0,0,900,0,IQ8M-72-2-US
393310474099,SITE-B,2025-06-03 20:30:00,241.2,60.03,95.2,0,0,900,0,IQ8A-72-2-US
229696768464,SITE-B,2025-06-03 20:30:00,239.0,59.982,91.1,0,0,900,0,IQ8H-72-2-US
447536738264,SITE-B,2025-06-03 20:30:00,238.4,60.002,87.9,0,0,900,0,IQ8M-72-2-US
293535683746,SITE-C,2025-06-03 20:30:00,241.4,60.0,88.9,0,0,900,0,IQ8M-72-2-US
684592429975,SITE-C,2025-06-03 20:30:00,237.2,59.985,87.9,0,0,900,0,IQ8A-72-2-US
952320639367,SITE-C,2025-06-03 20:30:00,242.4,60.013,92.0,0,0,900,0,IQ8H-72-2-US
829915210270,SITE-C,2025-06-03 20:30:00,239.4,60.001,94.2,0,0,900,0,IQ8M-72-2-US
513997473986,SITE-C,2025-06-03 20:30:00,238.0,60.029,94.6,0,0,900,0,IQ8A-72-2-US
535097072494,SITE-C,2025-06-03 20:30:00,239.4,59.992,89.1,0,0,900,0,IQ8H-72-2-US
678135895602,SITE-C,2025-06-03 20:30:00,237.7,59.995,92.3,0,0,900,0,IQ8M-72-2-US
372471000912,SITE-C,2025-06-03 20:30:00,240.0,60.001,89.8,0,0,900,0,IQ8A-72-2-US
309601283964,SITE-C,2025-06-03 20:30:00,242.5,59.972,96.0,0,0,900,0,IQ8H-72-2-US
443518482250,SITE-C,2025-06-03 20:30:00,239.4,59.992,86.6,0,0,900,0,IQ8M-72-2-US
645125094128,SITE-D,2025-06-03 20:30:00,238.2,59.973,89.5,0,0,900,0,IQ8M-72-2-US
892029676167,SITE-D,2025-06-03 20:30:00,238.1,59.963,92.3,0,0,900,0,IQ8A-72-2-US
234721089767,SITE-D,2025-06-03 20:30:00,237.8,59.981,91.4,0,0,900,0,IQ8H-72-2-US
309593627507,SITE-D,2025-06-03 20:30:00,241.9,60.002,89.6,0,0,900,0,IQ8M-72-2-US
515381048029,SITE-D,2025-06-03 20:30:00,242.7,60.005,91.5,0,0,900,0,IQ8A-72-2-US
694061098694,SITE-D,2025-06-03 20:30:00,242.9,60.004,88.2,0,0,900,0,IQ8H-72-2-US
580501593187,SITE-D,2025-06-03 20:30:00,241.4,59.958,90.8,0,0,900,0,IQ8M-72-2-US
564861890909,SITE-D,2025-06-03 20:30:00,239.4,59.975,86.1,0,0,900,0,IQ8A-72-2-US
228242935541,SITE-D,2025-06-03 20:30:00,242.0,59.952,93.4,0,0,900,0,IQ8H-72-2-US
327387036431,SITE-D,2025-06-03 20:30:00,238.7,60.044,91.8,0,0,900,0,IQ8M-72-2-US
720455203063,SITE-E,2025-06-03 20:30:00,242.6,60.019,93.1,0,0,900,0,IQ8M-72-2-US
160237878504,SITE-E,2025-06-03 20:30:00,238.1,59.998,89.1,0,0,900,0,IQ8A-72-2-US
707643761579,SITE-E,2025-06-03 20:30:00,241.6,60.028,92.8,0,0,900,0,IQ8H-72-2-US
578015507756,SITE-E,2025-06-03 20:30:00,239.3,59.993,91.3,0,0,900,0,IQ8M-72-2-US
149680543237,SITE-E,2025-06-03 20:30:00,243.0,59.971,90.3,0,0,900,0,IQ8A-72-2-US
409135397229,SITE-E,2025-06-03 20:30:00,242.8,60.017,90.2,0,0,900,0,IQ8H-72-2-US
361822382459,SITE-E,2025-06-03 20:30:00,242.8,59.958,90.8,0,0,900,0,IQ8M-72-2-US
346545380174,SITE-E,2025-06-03 20:30:00,238.5,59.981,95.2,0,0,900,0,IQ8A-72-2-US
264807152456,SITE-E,2025-06-03 20:30:00,237.2,60.015,95.2,0,0,900,0,IQ8H-72-2-US
394389024361,SITE-E,2025-06-03 20:30:00,238.9,60.006,93.2,0,0,900,0,IQ8M-72-2-US
849663637755,SITE-A,2025-06-03 20:45:00,242.1,59.985,86.4,0,0,900,0,IQ8M-72-2-US
290477696309,SITE-A,2025-06-03 20:45:00,241.6,60.009,93.1,0,0,900,0,IQ8A-72-2-US
254024509602,SITE-A,2025-06-03 20:45:00,238.6,59.995,88.7,0,0,900,0,IQ8H-72-2-US
468551387033,SITE-A,2025-06-03 20:45:00,237.5,59.967,92.1,0,0,900,0,IQ8M-72-2-US
275186084697,SITE-A,2025-06-03 20:45:00,240.0,60.004,94.0,0,0,900,0,IQ8A-72-2-US
555940203440,SITE-A,2025-06-03 20:45:00,238.0,60.027,89.4,0,0,900,0,IQ8H-72-2-US
200257463750,SITE-A,2025-06-03 20:45:00,241.9,59.978,96.0,0,0,900,0,IQ8M-72-2-US
960300581088,SITE-A,2025-06-03 20:45:00,238.3,59.987,92.9,0,0,900,0,IQ8A-72-2-US
237322529830,SITE-A,2025-06-03 20:45:00,238.4,59.993,90.7,0,0,900,0,IQ8H-72-2-US
446550091180,SITE-A,2025-06-03 20:45:00,240.7,60.009,92.0,0,0,900,0,IQ8M-72-2-US
266083008710,SITE-B,2025-06-03 20:45:00,241.8,60.037,94.2,0,0,900,0,IQ8M-72-2-US
397812891304,SITE-B,2025-06-03 20:45:00,242.9,60.046,95.4,0,0,900,0,IQ8A-72-2-US
313091196685,SITE-B,2025-06-03 20:45:00,241.7,59.958,94.2,0,0,900,0,IQ8H-72-2-US
498151691878,SITE-B,2025-06-03 20:45:00,238.0,59.99,89.4,0,0,900,0,IQ8M-72-2-US
290102125438,SITE-B,2025-06-03 20:45:00,238.3,60.026,93.8,0,0,900,0,IQ8A-72-2-US
102556954434,SITE-B,2025-06-03 20:45:00,241.7,60.024,89.7,0,0,900,0,IQ8H-72-2-US
508358054262,SITE-B,2025-06-03 20:45:00,239.3,59.986,88.1,0,0,900,0,IQ8M-72-2-US
393310474099,SITE-B,2025-06-03 20:45:00,240.5,59.954,88.2,0,0,900,0,IQ8A-72-2-US
229696768464,SITE-B,2025-06-03 20:45:00,238.8,60.026,92.0,0,0,900,0,IQ8H-72-2-US
447536738264,SITE-B,2025-06-03 20:45:00,240.8,59.952,93.6,0,0,900,0,IQ8M-72-2-US
293535683746,SITE-C,2025-06-03 20:45:00,238.2,59.988,86.1,0,0,900,0,IQ8M-72-2-US
684592429975,SITE-C,2025-06-03 20:45:00,240.5,59.97,89.4,0,0,900,0,IQ8A-72-2-US
952320639367,SITE-C,2025-06-03 20:45:00,238.3,60.017,95.1,0,0,900,0,IQ8H-72-2-US
829915210270,SITE-C,2025-06-03 20:45:00,237.4,60.01,89.8,0,0,900,0,IQ8M-72-2-US
513997473986,SITE-C,2025-06-03 20:45:00,242.6,60.028,90.8,0,0,900,0,IQ8A-72-2-US
535097072494,SITE-C,2025-06-03 20:45:00,242.8,60.042,86.9,0,0,900,0,IQ8H-72-2-US
678135895602,SITE-C,2025-06-03 20:45:00,239.8,59.97,93.8,0,0,900,0,IQ8M-72-2-US
372471000912,SITE-C,2025-06-03 20:45:00,241.2,60.018,95.7,0,0,900,0,IQ8A-72-2-US
309601283964,SITE-C,2025-06-03 20:45:00,238.4,60.006,88.6,0,0,900,0,IQ8H-72-2-US
443518482250,SITE-C,2025-06-03 20:45:00,237.2,60.022,87.2,0,0,900,0,IQ8M-72-2-US
645125094128,SITE-D,2025-06-03 20:45:00,241.1,60.036,90.7,0,0,900,0,IQ8M-72-2-US
892029676167,SITE-D,2025-06-03 20:45:00,239.3,59.966,90.1,0,0,900,0,IQ8A-72-2-US
234721089767,SITE-D,2025-06-03 20:45:00,241.5,59.977,91.2,0,0,900,0,IQ8H-72-2-US
309593627507,SITE-D,2025-06-03 20:45:00,238.9,59.999,90.4,0,0,900,0,IQ8M-72-2-US
515381048029,SITE-D,2025-06-03 20:45:00,239.3,60.044,92.3,0,0,900,0,IQ8A-72-2-US
694061098694,SITE-D,2025-06-03 20:45:00,239.0,60.011,92.5,0,0,900,0,IQ8H-72-2-US
580501593187,SITE-D,2025-06-03 20:45:00,240.0,59.978,88.0,0,0,900,0,IQ8M-72-2-US
564861890909,SITE-D,2025-06-03 20:45:00,238.7,59.965,95.6,0,0,900,0,IQ8A-72-2-US
228242935541,SITE-D,2025-06-03 20:45:00,241.8,59.966,89.1,0,0,900,0,IQ8H-72-2-US
327387036431,SITE-D,2025-06-03 20:45:00,241.3,60.046,95.1,0,0,900,0,IQ8M-72-2-US
720455203063,SITE-E,2025-06-03 20:45:00,239.9,60.047,88.1,0,0,900,0,IQ8M-72-2-US
160237878504,SITE-E,2025-06-03 20:45:00,241.6,59.968,90.1,0,0,900,0,IQ8A-72-2-US
707643761579,SITE-E,2025-06-03 20:45:00,241.3,60.041,94.1,0,0,900,0,IQ8H-72-2-US
578015507756,SITE-E,2025-06-03 20:45:00,237.2,60.0,87.3,0,0,900,0,IQ8M-72-2-US
149680543237,SITE-E,2025-06-03 20:45:00,237.1,60.043,90.4,0,0,900,0,IQ8A-72-2-US
409135397229,SITE-E,2025-06-03 20:45:00,237.2,60.028,90.4,0,0,900,0,IQ8H-72-2-US
361822382459,SITE-E,2025-06-03 20:45:00,237.9,60.015,86.8,0,0,900,0,IQ8M-72-2-US
346545380174,SITE-E,2025-06-03 20:45:00,239.9,59.965,95.1,0,0,900,0,IQ8A-72-2-US
264807152456,SITE-E,2025-06-03 20:45:00,241.4,59.977,95.7,0,0,900,0,IQ8H-72-2-US
394389024361,SITE-E,2025-06-03 20:45:00,241.7,60.046,88.6,0,0,900,0,IQ8M-72-2-US
849663637755,SITE-A,2025-06-03 21:00:00,241.3,60.011,87.0,0,0,900,0,IQ8M-72-2-US
290477696309,SITE-A,2025-06-03 21:00:00,242.8,59.997,88.3,0,0,900,0,IQ8A-72-2-US
254024509602,SITE-A,2025-06-03 21:00:00,238.9,60.042,94.6,0,0,900,0,IQ8H-72-2-US
468551387033,SITE-A,2025-06-03 21:00:00,238.2,60.041,93.2,0,0,900,0,IQ8M-72-2-US
275186084697,SITE-A,2025-06-03 21:00:00,237.4,60.035,93.1,0,0,900,0,IQ8A-72-2-US
555940203440,SITE-A,2025-06-03 21:00:00,237.7,59.988,96.6,0,0,900,0,IQ8H-72-2-US
200257463750,SITE-A,2025-06-03 21:00:00,241.7,59.957,94.3,0,0,900,0,IQ8M-72-2-US
960300581088,SITE-A,2025-06-03 21:00:00,237.2,60.02,95.9,0,0,900,0,IQ8A-72-2-US
237322529830,SITE-A,2025-06-03 21:00:00,239.9,60.044,93.7,0,0,900,0,IQ8H-72-2-US
446550091180,SITE-A,2025-06-03 21:00:00,238.2,59.99,88.0,0,0,900,0,IQ8M-72-2-US
266083008710,SITE-B,2025-06-03 21:00:00,240.7,59.997,91.2,0,0,900,0,IQ8M-72-2-US
397812891304,SITE-B,2025-06-03 21:00:00,240.3,59.979,90.9,0,0,900,0,IQ8A-72-2-US
313091196685,SITE-B,2025-06-03 21:00:00,241.3,60.044,91.3,0,0,900,0,IQ8H-72-2-US
498151691878,SITE-B,2025-06-03 21:00:00,238.3,60.05,94.5,0,0,900,0,IQ8M-72-2-US
290102125438,SITE-B,2025-06-03 21:00:00,240.9,60.028,91.7,0,0,900,0,IQ8A-72-2-US
102556954434,SITE-B,2025-06-03 21:00:00,241.8,60.04,90.8,0,0,900,0,IQ8H-72-2-US
508358054262,SITE-B,2025-06-03 21:00:00,240.0,60.007,96.6,0,0,900,0,IQ8M-72-2-US
393310474099,SITE-B,2025-06-03 21:00:00,241.5,59.98,92.8,0,0,900,0,IQ8A-72-2-US
229696768464,SITE-B,2025-06-03 21:00:00,240.1,60.034,96.0,0,0,900,0,IQ8H-72-2-US
447536738264,SITE-B,2025-06-03 21:00:00,238.5,60.032,93.3,0,0,900,0,IQ8M-72-2-US
293535683746,SITE-C,2025-06-03 21:00:00,240.6,59.994,93.5,0,0,900,0,IQ8M-72-2-US
684592429975,SITE-C,2025-06-03 21:00:00,239.7,59.954,92.3,0,0,900,0,IQ8A-72-2-US
952320639367,SITE-C,2025-06-03 21:00:00,241.9,59.993,87.6,0,0,900,0,IQ8H-72-2-US
829915210270,SITE-C,2025-06-03 21:00:00,238.7,59.986,89.0,0,0,900,0,IQ8M-72-2-US
513997473986,SITE-C,2025-06-03 21:00:00,240.8,59.965,91.3,0,0,900,0,IQ8A-72-2-US
535097072494,SITE-C,2025-06-03 21:00:00,237.9,60.038,88.9,0,0,900,0,IQ8H-72-2-US
678135895602,SITE-C,2025-06-03 21:00:00,241.4,60.004,95.8,0,0,900,0,IQ8M-72-2-US
372471000912,SITE-C,2025-06-03 21:00:00,240.6,60.05,92.7,0,0,900,0,IQ8A-72-2-US
309601283964,SITE-C,2025-06-03 21:00:00,238.0,60.009,91.4,0,0,900,0,IQ8H-72-2-US
443518482250,SITE-C,2025-06-03 21:00:00,242.6,60.011,88.3,0,0,900,0,IQ8M-72-2-US
645125094128,SITE-D,2025-06-03 21:00:00,241.1,60.033,91.8,0,0,900,0,IQ8M-72-2-US
892029676167,SITE-D,2025-06-03 21:00:00,243.0,59.978,95.4,0,0,900,0,IQ8A-72-2-US
234721089767,SITE-D,2025-06-03 21:00:00,238.6,60.047,90.0,0,0,900,0,IQ8H-72-2-US
309593627507,SITE-D,2025-06-03 21:00:00,241.4,60.043,92.6,0,0,900,0,IQ8M-72-2-US
515381048029,SITE-D,2025-06-03 21:00:00,239.9,59.962,96.8,0,0,900,0,IQ8A-72-2-US
694061098694,SITE-D,2025-06-03 21:00:00,241.5,60.049,91.5,0,0,900,0,IQ8H-72-2-US
580501593187,SITE-D,2025-06-03 21:00:00,241.2,59.983,95.8,0,0,900,0,IQ8M-72-2-US
564861890909,SITE-D,2025-06-03 21:00:00,240.7,59.986,88.1,0,0,900,0,IQ8A-72-2-US
228242935541,SITE-D,2025-06-03 21:00:00,241.4,60.049,93.2,0,0,900,0,IQ8H-72-2-US
327387036431,SITE-D,2025-06-03 21:00:00,241.9,60.031,93.0,0,0,900,0,IQ8M-72-2-US
720455203063,SITE-E,2025-06-03 21:00:00,239.8,59.973,94.9,0,0,900,0,IQ8M-72-2-US
160237878504,SITE-E,2025-06-03 21:00:00,237.3,59.988,91.7,0,0,900,0,IQ8A-72-2-US
707643761579,SITE-E,2025-06-03 21:00:00,238.1,60.023,96.2,0,0,900,0,IQ8H-72-2-US
578015507756,SITE-E,2025-06-03 21:00:00,241.6,59.962,92.9,0,0,900,0,IQ8M-72-2-US
149680543237,SITE-E,2025-06-03 21:00:00,240.1,60.044,93.1,0,0,900,0,IQ8A-72-2-US
409135397229,SITE-E,2025-06-03 21:00:00,239.8,60.045,91.1,0,0,900,0,IQ8H-72-2-US
361822382459,SITE-E,2025-06-03 21:00:00,241.9,59.994,95.3,0,0,900,0,IQ8M-72-2-US
346545380174,SITE-E,2025-06-03 21:00:00,241.9,59.974,96.2,0,0,900,0,IQ8A-72-2-US
264807152456,SITE-E,2025-06-03 21:00:00,241.9,59.985,95.7,0,0,900,0,IQ8H-72-2-US
394389024361,SITE-E,2025-06-03 21:00:00,239.2,59.966,89.4,0,0,900,0,IQ8M-72-2-US
849663637755,SITE-A,2025-06-03 21:15:00,237.7,60.026,89.7,0,0,900,0,IQ8M-72-2-US
290477696309,SITE-A,2025-06-03 21:15:00,242.5,60.045,91.1,0,0,900,0,IQ8A-72-2-US
254024509602,SITE-A,2025-06-03 21:15:00,237.5,59.974,89.5,0,0,900,0,IQ8H-72-2-US
468551387033,SITE-A,2025-06-03 21:15:00,241.3,59.993,94.0,0,0,900,0,IQ8M-72-2-US
275186084697,SITE-A,2025-06-03 21:15:00,241.3,59.957,96.0,0,0,900,0,IQ8A-72-2-US
555940203440,SITE-A,2025-06-03 21:15:00,242.6,60.04,88.0,0,0,900,0,IQ8H-72-2-US
200257463750,SITE-A,2025-06-03 21:15:00,240.9,60.049,88.4,0,0,900,0,IQ8M-72-2-US
960300581088,SITE-A,2025-06-03 21:15:00,238.9,59.982,90.0,0,0,900,0,IQ8A-72-2-US
237322529830,SITE-A,2025-06-03 21:15:00,239.6,60.022,89.5,0,0,900,0,IQ8H-72-2-US
446550091180,SITE-A,2025-06-03 21:15:00,240.5,60.004,93.6,0,0,900,0,IQ8M-72-2-US
266083008710,SITE-B,2025-06-03 21:15:00,242.3,59.993,94.4,0,0,900,0,IQ8M-72-2-US
397812891304,SITE-B,2025-06-03 21:15:00,239.2,60.029,96.0,0,0,900,0,IQ8A-72-2-US
313091196685,SITE-B,2025-06-03 21:15:00,237.1,60.003,94.2,0,0,900,0,IQ8H-72-2-US
498151691878,SITE-B,2025-06-03 21:15:00,241.0,59.953,96.6,0,0,900,0,IQ8M-72-2-US
290102125438,SITE-B,2025-06-03 21:15:00,239.9,59.998,94.2,0,0,900,0,IQ8A-72-2-US
102556954434,SITE-B,2025-06-03 21:15:00,240.0,59.989,95.4,0,0,900,0,IQ8H-72-2-US
508358054262,SITE-B,2025-06-03 21:15:00,242.9,60.035,92.1,0,0,900,0,IQ8M-72-2-US
393310474099,SITE-B,2025-06-03 21:15:00,242.8,60.003,94.8,0,0,900,0,IQ8A-72-2-US
229696768464,SITE-B,2025-06-03 21:15:00,242.7,60.026,88.7,0,0,900,0,IQ8H-72-2-US
447536738264,SITE-B,2025-06-03 21:15:00,238.1,59.986,96.0,0,0,900,0,IQ8M-72-2-US
293535683746,SITE-C,2025-06-03 21:15:00,239.0,59.985,90.1,0,0,900,0,IQ8M-72-2-US
684592429975,SITE-C,2025-06-03 21:15:00,241.7,60.034,86.9,0,0,900,0,IQ8A-72-2-US
952320639367,SITE-C,2025-06-03 21:15:00,240.4,59.96,90.4,0,0,900,0,IQ8H-72-2-US
829915210270,SITE-C,2025-06-03 21:15:00,237.8,60.02,95.3,0,0,900,0,IQ8M-72-2-US
513997473986,SITE-C,2025-06-03 21:15:00,242.3,60.018,88.8,0,0,900,0,IQ8A-72-2-US
535097072494,SITE-C,2025-06-03 21:15:00,242.7,60.024,87.4,0,0,900,0,IQ8H-72-2-US
678135895602,SITE-C,2025-06-03 21:15:00,239.4,59.996,93.9,0,0,900,0,IQ8M-72-2-US
372471000912,SITE-C,2025-06-03 21:15:00,237.7,60.042,93.4,0,0,900,0,IQ8A-72-2-US
309601283964,SITE-C,2025-06-03 21:15:00,242.2,59.973,88.5,0,0,900,0,IQ8H-72-2-US
443518482250,SITE-C,2025-06-03 21:15:00,242.4,59.958,92.4,0,0,900,0,IQ8M-72-2-US
645125094128,SITE-D,2025-06-03 21:15:00,239.9,59.956,89.5,0,0,900,0,IQ8M-72-2-US
892029676167,SITE-D,2025-06-03 21:15:00,240.0,60.037,88.2,0,0,900,0,IQ8A-72-2-US
234721089767,SITE-D,2025-06-03 21:15:00,242.4,60.034,87.4,0,0,900,0,IQ8H-72-2-US
309593627507,SITE-D,2025-06-03 21:15:00,239.2,59.957,92.5,0,0,900,0,IQ8M-72-2-US
515381048029,SITE-D,2025-06-03 21:15:00,239.3,60.04,94.5,0,0,900,0,IQ8A-72-2-US
694061098694,SITE-D,2025-06-03 21:15:00,238.2,60.023,92.1,0,0,900,0,IQ8H-72-2-US
580501593187,SITE-D,2025-06-03 21:15:00,237.7,60.042,94.2,0,0,900,0,IQ8M-72-2-US
564861890909,SITE-D,2025-06-03 21:15:00,239.8,60.045,88.8,0,0,900,0,IQ8A-72-2-US
228242935541,SITE-D,2025-06-03 21:15:00,241.2,59.974,91.3,0,0,900,0,IQ8H-72-2-US
327387036431,SITE-D,2025-06-03 21:15:00,242.6,60.047,87.5,0,0,900,0,IQ8M-72-2-US
720455203063,SITE-E,2025-06-03 21:15:00,242.3,60.026,93.2,0,0,900,0,IQ8M-72-2-US
160237878504,SITE-E,2025-06-03 21:15:00,240.8,60.039,95.8,0,0,900,0,IQ8A-72-2-US
707643761579,SITE-E,2025-06-03 21:15:00,241.8,59.952,94.2,0,0,900,0,IQ8H-72-2-US
578015507756,SITE-E,2025-06-03 21:15:00,239.9,59.989,87.2,0,0,900,0,IQ8M-72-2-US
149680543237,SITE-E,2025-06-03 21:15:00,237.3,59.971,89.8,0,0,900,0,IQ8A-72-2-US
409135397229,SITE-E,2025-06-03 21:15:00,237.2,60.048,96.4,0,0,900,0,IQ8H-72-2-US
361822382459,SITE-E,2025-06-03 21:15:00,241.3,60.04,92.4,0,0,900,0,IQ8M-72-2-US
346545380174,SITE-E,2025-06-03 21:15:00,242.1,59.983,92.8,0,0,900,0,IQ8A-72-2-US
264807152456,SITE-E,2025-06-03 21:15:00,239.3,60.036,91.3,0,0,900,0,IQ8H-72-2-US
394389024361,SITE-E,2025-06-03 21:15:00,243.0,60.011,94.9,0,0,900,0,IQ8M-72-2-US
849663637755,SITE-A,2025-06-03 21:30:00,241.4,59.964,89.7,0,0,900,0,IQ8M-72-2-US
290477696309,SITE-A,2025-06-03 21:30:00,242.6,60.035,95.8,0,0,900,0,IQ8A-72-2-US
254024509602,SITE-A,2025-06-03 21:30:00,238.8,60.031,88.4,0,0,900,0,IQ8H-72-2-US
468551387033,SITE-A,2025-06-03 21:30:00,237.8,59.972,90.7,0,0,900,0,IQ8M-72-2-US
275186084697,SITE-A,2025-06-03 21:30:00,240.2,60.034,89.9,0,0,900,0,IQ8A-72-2-US
555940203440,SITE-A,2025-06-03 21:30:00,242.6,59.958,91.2,0,0,900,0,IQ8H-72-2-US
200257463750,SITE-A,2025-06-03 21:30:00,241.1,59.983,91.1,0,0,900,0,IQ8M-72-2-US
960300581088,SITE-A,2025-06-03 21:30:00,239.5,60.006,95.3,0,0,900,0,IQ8A-72-2-US
237322529830,SITE-A,2025-06-03 21:30:00,239.9,60.031,87.0,0,0,900,0,IQ8H-72-2-US
446550091180,SITE-A,2025-06-03 21:30:00,238.4,59.966,94.5,0,0,900,0,IQ8M-72-2-US
266083008710,SITE-B,2025-06-03 21:30:00,237.7,59.996,92.6,0,0,900,0,IQ8M-72-2-US
397812891304,SITE-B,2025-06-03 21:30:00,242.5,60.039,94.3,0,0,900,0,IQ8A-72-2-US
313091196685,SITE-B,2025-06-03 21:30:00,242.4,59.953,96.8,0,0,900,0,IQ8H-72-2-US
498151691878,SITE-B,2025-06-03 21:30:00,237.8,60.005,86.9,0,0,900,0,IQ8M-72-2-US
290102125438,SITE-B,2025-06-03 21:30:00,238.4,59.975,88.7,0,0,900,0,IQ8A-72-2-US
102556954434,SITE-B,2025-06-03 21:30:00,240.1,59.975,95.7,0,0,900,0,IQ8H-72-2-US
508358054262,SITE-B,2025-06-03 21:30:00,241.3,59.987,93.9,0,0,900,0,IQ8M-72-2-US
393310474099,SITE-B,2025-06-03 21:30:00,237.8,59.996,94.0,0,0,900,0,IQ8A-72-2-US
229696768464,SITE-B,2025-06-03 21:30:00,238.8,59.973,93.1,0,0,900,0,IQ8H-72-2-US
447536738264,SITE-B,2025-06-03 21:30:00,237.7,59.959,89.3,0,0,900,0,IQ8M-72-2-US
293535683746,SITE-C,2025-06-03 21:30:00,237.7,60.031,87.5,0,0,900,0,IQ8M-72-2-US
684592429975,SITE-C,2025-06-03 21:30:00,239.7,60.05,86.9,0,0,900,0,IQ8A-72-2-US
952320639367,SITE-C,2025-06-03 21:30:00,242.1,60.04,90.5,0,0,900,0,IQ8H-72-2-US
829915210270,SITE-C,2025-06-03 21:30:00,239.7,59.962,90.8,0,0,900,0,IQ8M-72-2-US
513997473986,SITE-C,2025-06-03 21:30:00,241.2,59.99,96.7,0,0,900,0,IQ8A-72-2-US
535097072494,SITE-C,2025-06-03 21:30:00,237.3,60.039,92.1,0,0,900,0,IQ8H-72-2-US
678135895602,SITE-C,2025-06-03 21:30:00,237.3,59.985,87.8,0,0,900,0,IQ8M-72-2-US
372471000912,SITE-C,2025-06-03 21:30:00,239.1,59.953,88.1,0,0,900,0,IQ8A-72-2-US
309601283964,SITE-C,2025-06-03 21:30:00,240.8,60.025,96.0,0,0,900,0,IQ8H-72-2-US
443518482250,SITE-C,2025-06-03 21:30:00,238.9,60.048,92.7,0,0,900,0,IQ8M-72-2-US
645125094128,SITE-D,2025-06-03 21:30:00,242.0,60.034,95.9,0,0,900,0,IQ8M-72-2-US
892029676167,SITE-D,2025-06-03 21:30:00,239.4,60.046,89.2,0,0,900,0,IQ8A-72-2-US
